R2_Score,MAE,MSE,algo
0.7500543614577971,0.2212117596307071,0.07995483134956774,linear
-5.431438391617032e+22,124886611824.61543,1.7374567650796658e+22,linear_sc
0.8556024847067737,0.16276877897870826,0.04619116000544709,GBM
0.8543693194467605,0.1636080940236904,0.046585635864140086,GBM_sc
0.8552942627208366,0.16146934431900484,0.04628975679252274,RFr
0.8553114573709856,0.1614492138544587,0.04628425641507748,RFr_sc
0.8095278654904454,0.1855438378808105,0.060929918522791914,KNNR
0.05411121085685733,0.42563266382718395,0.30257930905490515,KNNR_sc
